Collection Site Name,Collection Site Type,Operator Type,Site ID,Service Partner,Address Line 1,Address Line 2,Address City,Address Postal / Zip Code,Community,Region/District,Service Area,Address Latitude,Address Longitude,Paints and Coatings,HHW/HSP,Alarms,Lights,Paints and Coatings2,Start Date - Paints and Coating,End Date - Paints and Coatings,Lights3,Lights - Start Date,Lights - End Date,Solvents,Solvents - Start Date,Solvents - End Date,Pesticides,Pesticides - Start Date,Pesticides - End Date,Fertilizers,Fertilizers - Start Date,Fertilizers - End Date,PaintShare,PaintShare - Start Date,PaintShare - End Date,Residential,Commercial,Industrial,Institutional
Event - Centerpoint Mall,Collection Event,Municipal,3369,CITY OF TORONTO,6464 Yonge St.,,North York,M2M 3X4,Toronto,Toronto,Zone 1,43.796207,-79.419988,1,1,,1,1,04/15/2023,04/15/2023,1,04/15/2023,04/15/2023,1,04/15/2023,04/15/2023,1,04/15/2023,04/15/2023,,,,,,,1,,,
Event - Centerpoint Mall,Collection Event,Municipal,3369,CITY OF TORONTO,6464 Yonge St.,,North York,M2M 3X4,Toronto,Toronto,Zone 1,43.796207,-79.419988,1,1,,1,1,07/26/2025,07/26/2025,1,07/26/2025,07/26/2025,1,07/26/2025,07/26/2025,1,07/26/2025,07/26/2025,,,,,,,1,,,
Event - Toronto Central Tech School,Collection Event,Municipal,3112,CITY OF TORONTO,725 Bathurst St (enter from Harbord St & Borden St),,Toronto,M5S 2R5,Toronto,Toronto,Zone 1,43.6631036,-79.4082999,1,1,,1,1,05/12/2024,05/12/2024,1,05/12/2024,05/12/2024,1,05/12/2024,05/12/2024,1,05/12/2024,05/12/2024,,,,,,,1,,,
Event - Toronto Central Tech School,Collection Event,Municipal,3112,CITY OF TORONTO,725 Bathurst St (enter from Harbord St & Borden St),,Toronto,M5S 2R5,Toronto,Toronto,Zone 1,43.6631036,-79.4082999,1,1,,1,1,06/25/2023,06/25/2023,1,06/25/2023,06/25/2023,1,06/25/2023,06/25/2023,1,06/25/2023,06/25/2023,,,,,,,1,,,
Event - Toronto Central Tech School,Collection Event,Municipal,3112,CITY OF TORONTO,725 Bathurst St (enter from Harbord St & Borden St),,Toronto,M5S 2R5,Toronto,Toronto,Zone 1,43.6631036,-79.4082999,1,1,,1,1,06/29/2025,06/29/2025,1,06/29/2025,06/29/2025,1,06/29/2025,06/29/2025,1,06/29/2025,06/29/2025,,,,,,,1,,,
Event - Wellington Works Yard,Collection Event,Municipal,3436,CITY OF TORONTO,677 Wellington St. W.,,Toronto,M5V 1G8,Toronto,Toronto,Zone 1,43.64156319,-79.40660236,1,1,,1,1,09/10/2023,09/10/2023,1,09/10/2023,09/10/2023,1,09/10/2023,09/10/2023,1,09/10/2023,09/10/2023,,,,,,,1,,,
Event - Toronto Earl Haig Secondary School,Collection Event,Municipal,1042,CITY OF TORONTO,"100 Princess Ave (Kenneth Ave, south of Empress Ave)",,North York,M2N 2R9,Toronto,Toronto,Zone 1,43.7694227,-79.4062785,1,1,,1,1,04/13/2024,04/13/2024,1,04/13/2024,04/13/2024,1,04/13/2024,04/13/2024,1,04/13/2024,04/13/2024,,,,,,,1,,,
Event - Toronto Earl Haig Secondary School,Collection Event,Municipal,1042,CITY OF TORONTO,"100 Princess Ave (Kenneth Ave, south of Empress Ave)",,North York,M2N 2R9,Toronto,Toronto,Zone 1,43.7694227,-79.4062785,1,1,,1,1,07/29/2023,07/29/2023,1,07/29/2023,07/29/2023,1,07/29/2023,07/29/2023,1,07/29/2023,07/29/2023,,,,,,,1,,,
Event - Toronto Earl Haig Secondary School,Collection Event,Municipal,1042,CITY OF TORONTO,"100 Princess Ave (Kenneth Ave, south of Empress Ave)",,North York,M2N 2R9,Toronto,Toronto,Zone 1,43.7694227,-79.4062785,1,1,,1,1,04/13/2025,04/13/2025,1,04/13/2025,04/13/2025,1,04/13/2025,04/13/2025,1,04/13/2025,04/13/2025,,,,,,,1,,,
Event - Toronto York Mills High School,Collection Event,Municipal,3140,CITY OF TORONTO,490 York Mills Rd (east parking lot),,North York,M3B 1W6,Toronto,Toronto,Zone 1,43.751768,-79.373658,1,1,,1,1,04/21/2024,04/21/2024,1,04/21/2024,04/21/2024,1,04/21/2024,04/21/2024,1,04/21/2024,04/21/2024,,,,,,,1,,,
Event - Toronto York Mills High School,Collection Event,Municipal,3140,CITY OF TORONTO,490 York Mills Rd (east parking lot),,North York,M3B 1W6,Toronto,Toronto,Zone 1,43.751768,-79.373658,1,1,,1,1,04/30/2023,04/30/2023,1,04/30/2023,04/30/2023,1,04/30/2023,04/30/2023,1,04/30/2023,04/30/2023,,,,,,,1,,,
Event - Toronto York Mills High School,Collection Event,Municipal,3140,CITY OF TORONTO,490 York Mills Rd (east parking lot),,North York,M3B 1W6,Toronto,Toronto,Zone 1,43.751768,-79.373658,1,1,,1,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,,,,,,,1,,,
Event - Cummer Park CC,Collection Event,Municipal,3522,CITY OF TORONTO,6000 Leslie Street,,Toronto,M2H 1J9,Toronto,Toronto,Zone 1,43.800188,-79.371695,1,1,,1,1,05/16/2023,05/16/2023,1,05/16/2023,05/16/2023,1,05/16/2023,05/16/2023,1,05/16/2023,05/16/2023,,,,,,,1,,,
Event - Old Cummer GO Station Parking Lot,Collection Event,Municipal,3368,CITY OF TORONTO,North of Finch Ave. along Leslie St.,,Toronto,M2H 1K3,Toronto,Toronto,Zone 1,43.794087,-79.370362,1,1,,1,1,05/25/2024,05/25/2024,1,05/25/2024,05/25/2024,1,05/25/2024,05/25/2024,1,05/25/2024,05/25/2024,,,,,,,1,,,
Event - Old Cummer GO Station Parking Lot,Collection Event,Municipal,3368,CITY OF TORONTO,North of Finch Ave. along Leslie St.,,Toronto,M2H 1K3,Toronto,Toronto,Zone 1,43.794087,-79.370362,1,1,,1,1,09/09/2023,09/09/2023,1,09/09/2023,09/09/2023,1,09/09/2023,09/09/2023,1,09/09/2023,09/09/2023,,,,,,,1,,,
Event - Old Cummer GO Station Parking Lot,Collection Event,Municipal,3368,CITY OF TORONTO,North of Finch Ave. along Leslie St.,,Toronto,M2H 1K3,Toronto,Toronto,Zone 1,43.794087,-79.370362,1,1,,1,1,06/08/2025,06/08/2025,1,06/08/2025,06/08/2025,1,06/08/2025,06/08/2025,1,06/08/2025,06/08/2025,,,,,,,1,,,
Event - Toronto Lower Sherbourne (David Crombie Park),Collection Event,Municipal,3124,CITY OF TORONTO,Along Frederick ST (south of The Esplanade),,Toronto,M5A,Toronto,Toronto,Zone 1,43.6487205,-79.3685834,1,1,,1,1,09/08/2024,09/08/2024,1,09/08/2024,09/08/2024,1,09/08/2024,09/08/2024,1,09/08/2024,09/08/2024,,,,,,,1,,,
Event - Toronto Lower Sherbourne (David Crombie Park),Collection Event,Municipal,3124,CITY OF TORONTO,Along Frederick ST (south of The Esplanade),,Toronto,M5A,Toronto,Toronto,Zone 1,43.6487205,-79.3685834,1,1,,1,1,05/14/2023,05/14/2023,1,05/14/2023,05/14/2023,1,05/14/2023,05/14/2023,1,05/14/2023,05/14/2023,,,,,,,1,,,
Event - Regent Park,Collection Event,Municipal,3521,CITY OF TORONTO,600 Dundas Street East,,Toronto,M5A 2B9,Toronto,Toronto,Zone 1,43.66057,-79.361903,1,1,,1,1,07/13/2024,07/13/2024,1,07/13/2024,07/13/2024,1,07/13/2024,07/13/2024,1,07/13/2024,07/13/2024,,,,,,,1,,,
Event - Regent Park,Collection Event,Municipal,3521,CITY OF TORONTO,600 Dundas Street East,,Toronto,M5A 2B9,Toronto,Toronto,Zone 1,43.66057,-79.361903,1,1,,1,1,07/19/2025,07/19/2025,1,07/19/2025,07/19/2025,1,07/19/2025,07/19/2025,1,07/19/2025,07/19/2025,,,,,,,1,,,
Event - Toronto Leaside Gardens Arena,Collection Event,Municipal,3190,CITY OF TORONTO,1073 Millwood Road,,Toronto,M4G 1G1,Toronto,Toronto,Zone 1,43.7016158,-79.3614791,1,1,,1,1,06/08/2023,06/08/2023,1,06/08/2023,06/08/2023,1,06/08/2023,06/08/2023,1,06/08/2023,06/08/2023,,,,,,,1,,,
Event - Toronto Dieppe Park,Collection Event,Municipal,3113,CITY OF TORONTO,455 Cosburn Ave (east of Greenwood Ave),,East York,M4J 2N5,Toronto,Toronto,Zone 1,43.691874,-79.3359601,1,1,,1,1,05/18/2024,05/18/2024,1,05/18/2024,05/18/2024,1,05/18/2024,05/18/2024,1,05/18/2024,05/18/2024,,,,,,,1,,,
Event - Toronto Dieppe Park,Collection Event,Municipal,3113,CITY OF TORONTO,455 Cosburn Ave (east of Greenwood Ave),,East York,M4J 2N5,Toronto,Toronto,Zone 1,43.691874,-79.3359601,1,1,,1,1,05/20/2023,05/20/2023,1,05/20/2023,05/20/2023,1,05/20/2023,05/20/2023,1,05/20/2023,05/20/2023,,,,,,,1,,,
Event - Toronto Dieppe Park,Collection Event,Municipal,3113,CITY OF TORONTO,455 Cosburn Ave (east of Greenwood Ave),,East York,M4J 2N5,Toronto,Toronto,Zone 1,43.691874,-79.3359601,1,1,,1,1,05/24/2025,05/24/2025,1,05/24/2025,05/24/2025,1,05/24/2025,05/24/2025,1,05/24/2025,05/24/2025,,,,,,,1,,,
Event - Fenside Arena,Collection Event,Municipal,3523,CITY OF TORONTO,30 Slidell Crescent,,Toronto,M3A 2C4,Toronto,Toronto,Zone 1,43.764305,-79.32724,1,1,,1,1,08/10/2024,08/10/2024,1,08/10/2024,08/10/2024,1,08/10/2024,08/10/2024,1,08/10/2024,08/10/2024,,,,,,,1,,,
Event - Fenside Arena,Collection Event,Municipal,3523,CITY OF TORONTO,30 Slidell Crescent,,Toronto,M3A 2C4,Toronto,Toronto,Zone 1,43.764305,-79.32724,1,1,,1,1,09/02/2023,09/02/2023,1,09/02/2023,09/02/2023,1,09/02/2023,09/02/2023,1,09/02/2023,09/02/2023,,,,,,,1,,,
Event - Fenside Arena,Collection Event,Municipal,3523,CITY OF TORONTO,30 Slidell Crescent,,Toronto,M3A 2C4,Toronto,Toronto,Zone 1,43.764305,-79.32724,1,1,,1,1,06/14/2025,06/14/2025,1,06/14/2025,06/14/2025,1,06/14/2025,06/14/2025,1,06/14/2025,06/14/2025,,,,,,,1,,,
Event - Toronto Donwood Plaza,Collection Event,Municipal,3114,CITY OF TORONTO,51-81 Underhill Dr (north of Lawrence Ave E),,Don Mills,M3A 2J8,Toronto,Toronto,Zone 1,43.74533,-79.325607,1,1,,1,1,06/01/2024,06/01/2024,1,06/01/2024,06/01/2024,1,06/01/2024,06/01/2024,1,06/01/2024,06/01/2024,,,,,,,1,,,
Event - Toronto Donwood Plaza,Collection Event,Municipal,3114,CITY OF TORONTO,51-81 Underhill Dr (north of Lawrence Ave E),,Don Mills,M3A 2J8,Toronto,Toronto,Zone 1,43.74533,-79.325607,1,1,,1,1,05/27/2023,05/27/2023,1,05/27/2023,05/27/2023,1,05/27/2023,05/27/2023,1,05/27/2023,05/27/2023,,,,,,,1,,,
Event - Toronto Donwood Plaza,Collection Event,Municipal,3114,CITY OF TORONTO,51-81 Underhill Dr (north of Lawrence Ave E),,Don Mills,M3A 2J8,Toronto,Toronto,Zone 1,43.74533,-79.325607,1,1,,1,1,05/25/2025,05/25/2025,1,05/25/2025,05/25/2025,1,05/25/2025,05/25/2025,1,05/25/2025,05/25/2025,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,06/15/2024,06/15/2024,1,06/15/2024,06/15/2024,1,06/15/2024,06/15/2024,1,06/15/2024,06/15/2024,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,06/03/2023,06/03/2023,1,06/03/2023,06/03/2023,1,06/03/2023,06/03/2023,1,06/03/2023,06/03/2023,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,08/19/2023,08/19/2023,1,08/19/2023,08/19/2023,1,08/19/2023,08/19/2023,1,08/19/2023,08/19/2023,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,06/21/2025,06/21/2025,1,06/21/2025,06/21/2025,1,06/21/2025,06/21/2025,1,06/21/2025,06/21/2025,,,,,,,1,,,
Event - Toronto L'Amoureaux CC / Mary Ward Secondary School,Collection Event,Municipal,3122,CITY OF TORONTO,"(enter off McNicoll Ave, just west of Kennedy Rd)",,Toronto,M1V 5E9,Toronto,Toronto,Zone 1,43.812511,-79.302094,1,1,,1,1,08/23/2025,08/23/2025,1,08/23/2025,08/23/2025,1,08/23/2025,08/23/2025,1,08/23/2025,08/23/2025,,,,,,,1,,,
Event - Woodbine Beach Parking Lot,Collection Event,Municipal,3431,CITY OF TORONTO,1675 Lake Shore Blvd. E.,,Toronto,M4L 3W6,Toronto,Toronto,Zone 1,43.66570973,-79.30183875,1,1,,1,1,04/29/2023,04/29/2023,1,04/29/2023,04/29/2023,1,04/29/2023,04/29/2023,1,04/29/2023,04/29/2023,,,,,,,1,,,
Event - Woodbine Beach Parking Lot,Collection Event,Municipal,3431,CITY OF TORONTO,1675 Lake Shore Blvd. E.,,Toronto,M4L 3W6,Toronto,Toronto,Zone 1,43.66570973,-79.30183875,1,1,,1,1,06/13/2023,06/13/2023,1,06/13/2023,06/13/2023,1,06/13/2023,06/13/2023,1,06/13/2023,06/13/2023,,,,,,,1,,,
Event - Toronto SATEC @ W.A. Porter Collegiate Institute,Collection Event,Municipal,3130,CITY OF TORONTO,40 Fairfax Cres (west of Warden Ave),,Scarborough,M1L 1Z9,Toronto,Toronto,Zone 1,43.7165426,-79.2873242,1,1,,1,1,04/20/2024,04/20/2024,1,04/20/2024,04/20/2024,1,04/20/2024,04/20/2024,1,04/20/2024,04/20/2024,,,,,,,1,,,
Event - Toronto SATEC @ W.A. Porter Collegiate Institute,Collection Event,Municipal,3130,CITY OF TORONTO,40 Fairfax Cres (west of Warden Ave),,Scarborough,M1L 1Z9,Toronto,Toronto,Zone 1,43.7165426,-79.2873242,1,1,,1,1,08/05/2023,08/05/2023,1,08/05/2023,08/05/2023,1,08/05/2023,08/05/2023,1,08/05/2023,08/05/2023,,,,,,,1,,,
Event - Toronto SATEC @ W.A. Porter Collegiate Institute,Collection Event,Municipal,3130,CITY OF TORONTO,40 Fairfax Cres (west of Warden Ave),,Scarborough,M1L 1Z9,Toronto,Toronto,Zone 1,43.7165426,-79.2873242,1,1,,1,1,05/10/2025,05/10/2025,1,05/10/2025,05/10/2025,1,05/10/2025,05/10/2025,1,05/10/2025,05/10/2025,,,,,,,1,,,
Event - Toronto McGregor Recreation Centre,Collection Event,Municipal,3125,CITY OF TORONTO,2219 Lawrence Ave E (west of Kennedy Rd),,Scarborough,M1P 2P5,Toronto,Toronto,Zone 1,43.747855,-79.2811564,1,1,,1,1,05/06/2023,05/06/2023,1,05/06/2023,05/06/2023,1,05/06/2023,05/06/2023,1,05/06/2023,05/06/2023,,,,,,,1,,,
Event - Woodside Square,Collection Event,Municipal,3370,CITY OF TORONTO,1571 Sandhurst Circle,,Scarborough,M1V 1V2,Toronto,Toronto,Zone 1,43.809051,-79.270329,1,1,,1,1,04/23/2023,04/23/2023,1,04/23/2023,04/23/2023,1,04/23/2023,04/23/2023,1,04/23/2023,04/23/2023,,,,,,,1,,,
Event - Woodside Square,Collection Event,Municipal,3370,CITY OF TORONTO,1571 Sandhurst Circle,,Scarborough,M1V 1V2,Toronto,Toronto,Zone 1,43.809051,-79.270329,1,1,,1,1,05/03/2025,05/03/2025,1,05/03/2025,05/03/2025,1,05/03/2025,05/03/2025,1,05/03/2025,05/03/2025,,,,,,,1,,,
Event - Toronto Birchmount Community Centre,Collection Event,Municipal,3109,CITY OF TORONTO,93 Birchmount Rd (at Kingston Rd),,Scarborough,M1N 3J6,Toronto,Toronto,Zone 1,43.69451,-79.262917,1,1,,1,1,05/09/2023,05/09/2023,1,05/09/2023,05/09/2023,1,05/09/2023,05/09/2023,1,05/09/2023,05/09/2023,,,,,,,1,,,
Event - Perry Transfer Station,Collection Event,Municipal,1320,THE CORPORATION OF THE TOWNSHIP OF PERRY,775 Highway 592N,,Emsdale,P0A 1J0,Perry,Parry Sound District,Zone 2,45.49,-79.25,1,1,,1,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,,,,,,,1,,,
Event - Perry Transfer Station,Collection Event,Municipal,1320,THE CORPORATION OF THE TOWNSHIP OF PERRY,775 Highway 592N,,Emsdale,P0A 1J0,Perry,Renfrew County,Zone 2,45.49,-79.25,1,1,,1,1,07/08/2023,07/08/2023,1,07/08/2023,07/08/2023,1,07/08/2023,07/08/2023,1,07/08/2023,07/08/2023,,,,,,,1,,,
Event - Perry Transfer Station,Collection Event,Municipal,1320,THE CORPORATION OF THE TOWNSHIP OF PERRY,775 Highway 592N,,Perry,P0A 1J0,Perry,Parry Sound District,Zone 2,45.49,-79.25,1,1,,1,1,07/05/2025,07/05/2025,1,07/05/2025,07/05/2025,1,07/05/2025,07/05/2025,1,07/05/2025,07/05/2025,,,,,,,1,,,
Event - Centennial Recreation Centre,Collection Event,Municipal,3524,CITY OF TORONTO,1967 Ellesmere Road,,Toronto,M1H 2W5,Toronto,Toronto,Zone 1,43.774787,-79.236736,1,1,,1,1,09/16/2023,09/16/2023,1,09/16/2023,09/16/2023,1,09/16/2023,09/16/2023,1,09/16/2023,09/16/2023,,,,,,,1,,,
Event - Malvern Town Centre,Collection Event,Municipal,3432,CITY OF TORONTO,31 Tapscott Rd.,,Scarborough,M1B 4Y7,Toronto,Toronto,Zone 1,43.80642762,-79.21937821,1,1,,1,1,07/02/2023,07/02/2023,1,07/02/2023,07/02/2023,1,07/02/2023,07/02/2023,1,07/02/2023,07/02/2023,,,,,,,1,,,
Event - Malvern Town Centre,Collection Event,Municipal,3432,CITY OF TORONTO,31 Tapscott Rd.,,Scarborough,M1B 4Y7,Toronto,Toronto,Zone 1,43.80642762,-79.21937821,1,1,,1,1,08/17/2025,08/17/2025,1,08/17/2025,08/17/2025,1,08/17/2025,08/17/2025,1,08/17/2025,08/17/2025,,,,,,,1,,,
Event - Toronto Malvern Community Recreation Centre,Collection Event,Municipal,1051,CITY OF TORONTO,"30 Sewells Rd (east of Neilson Rd, north of Sheppard Ave E)",,Toronto,M1B 3G5,Toronto,Toronto,Zone 1,43.8081818,-79.2167218,1,1,,1,1,09/07/2024,09/07/2024,1,09/07/2024,09/07/2024,1,09/07/2024,09/07/2024,1,09/07/2024,09/07/2024,,,,,,,1,,,
Event - Toronto Malvern Community Recreation Centre,Collection Event,Municipal,1051,CITY OF TORONTO,"30 Sewells Rd (east of Neilson Rd, north of Sheppard Ave E)",,Toronto,M1B 3G5,Toronto,Toronto,Zone 1,43.8081818,-79.2167218,1,1,,1,1,09/24/2023,09/24/2023,1,09/24/2023,09/24/2023,1,09/24/2023,09/24/2023,1,09/24/2023,09/24/2023,,,,,,,1,,,
Event - Toronto Malvern Community Recreation Centre,Collection Event,Municipal,1051,CITY OF TORONTO,"30 Sewells Rd (east of Neilson Rd, north of Sheppard Ave E)",,Toronto,M1B 3G5,Toronto,Toronto,Zone 1,43.8081818,-79.2167218,1,1,,1,1,04/06/2025,04/06/2025,1,04/06/2025,04/06/2025,1,04/06/2025,04/06/2025,1,04/06/2025,04/06/2025,,,,,,,1,,,
Event - Toronto Morningside Work Yard,Collection Event,Municipal,1046,CITY OF TORONTO,891 Morningside Ave (south of Hwy 401),,Scarborough,M1C 1B9,Toronto,Toronto,Zone 1,43.792744,-79.1953452,1,1,,1,1,06/22/2024,06/22/2024,1,06/22/2024,06/22/2024,1,06/22/2024,06/22/2024,1,06/22/2024,06/22/2024,,,,,,,1,,,
Event - Toronto Morningside Work Yard,Collection Event,Municipal,1046,CITY OF TORONTO,891 Morningside Ave (south of Hwy 401),,Scarborough,M1C 1B9,Toronto,Toronto,Zone 1,43.792744,-79.1953452,1,1,,1,1,06/17/2023,06/17/2023,1,06/17/2023,06/17/2023,1,06/17/2023,06/17/2023,1,06/17/2023,06/17/2023,,,,,,,1,,,
Event - Toronto Morningside Work Yard,Collection Event,Municipal,1046,CITY OF TORONTO,891 Morningside Ave (south of Hwy 401),,Scarborough,M1C 1B9,Toronto,Toronto,Zone 1,43.792744,-79.1953452,1,1,,1,1,04/12/2025,04/12/2025,1,04/12/2025,04/12/2025,1,04/12/2025,04/12/2025,1,04/12/2025,04/12/2025,,,,,,,1,,,
Event - Rouge Hill GO Station,Collection Event,Municipal,3517,CITY OF TORONTO,6521 Lawrence Ave. E.,,Toronto,M1C 5G5,Toronto,Toronto,Zone 1,43.78331,-79.127705,1,1,,1,1,05/26/2024,05/26/2024,1,05/26/2024,05/26/2024,1,05/26/2024,05/26/2024,1,05/26/2024,05/26/2024,,,,,,,1,,,
Event - Rouge Hill GO Station,Collection Event,Municipal,3517,CITY OF TORONTO,6521 Lawrence Ave. E.,,Toronto,M1C 5G5,Toronto,Toronto,Zone 1,43.78331,-79.127705,1,1,,1,1,06/04/2023,06/04/2023,1,06/04/2023,06/04/2023,1,06/04/2023,06/04/2023,1,06/04/2023,06/04/2023,,,,,,,1,,,
Event - Rouge Hill GO Station,Collection Event,Municipal,3517,CITY OF TORONTO,6521 Lawrence Ave. E.,,Toronto,M1C 5G5,Toronto,Toronto,Zone 1,43.78331,-79.127705,1,1,,1,1,05/11/2025,05/11/2025,1,05/11/2025,05/11/2025,1,05/11/2025,05/11/2025,1,05/11/2025,05/11/2025,,,,,,,1,,,
Event - Uxbridge Seniors Centre,Collection Event,Municipal,3072,REGIONAL MUNICIPALITY OF DURHAM,75 Marietta St.,,Uxbridge,L9P 1K4,Uxbridge,Durham Region,Zone 1,44.10742,-79.117356,1,1,,,1,09/16/2023,09/16/2023,,,,1,09/16/2023,09/16/2023,1,09/16/2023,09/16/2023,,,,,,,1,,,
Event - Pickering Recreation Complex,Collection Event,Municipal,1210,REGIONAL MUNICIPALITY OF DURHAM,1867 Valley Farm Road,,Pickering,L1V 6K7,Pickering,Durham Region,Zone 1,43.83,-79.08,1,1,,,1,09/09/2023,09/09/2023,,,,1,09/09/2023,09/09/2023,1,09/09/2023,09/09/2023,,,,,,,1,,,
Event - Pickering Recreation Complex,Collection Event,Municipal,1210,REGIONAL MUNICIPALITY OF DURHAM,1867 Valley Farm Road,,Pickering,L1V 6K7,Pickering,Durham Region,Zone 1,43.83,-79.08,1,1,,1,1,10/18/2025,10/18/2025,1,10/18/2025,10/18/2025,1,10/18/2025,10/18/2025,1,10/18/2025,10/18/2025,,,,,,,1,,,
Event - Ajax Operations Centre,Collection Event,Municipal,3071,REGIONAL MUNICIPALITY OF DURHAM,800 Salem Road North,,Bowmanville,L1T 0H4,Clarington,Durham Region,Zone 1,43.886528,-79.026718,1,1,,,1,04/29/2023,04/29/2023,,,,1,04/29/2023,04/29/2023,1,04/29/2023,04/29/2023,,,,,,,1,,,
Event - Ajax Operations Centre,Collection Event,Municipal,3071,REGIONAL MUNICIPALITY OF DURHAM,800 Salem Road North,,Bowmanville,L1T 0H4,Clarington,Durham Region,Zone 1,43.886528,-79.026718,1,1,,1,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,1,04/26/2025,04/26/2025,,,,,,,1,,,
Event - Oxtongue Lake Landfill (Algonquin Highlands),Collection Event,Municipal,1136,CORPORATION OF THE TOWNSHIP OF ALGONQUIN HIGHLANDS,3401 Hwy. 60,,Dwight,P0A 1H0,Algonquin Highlands,Haliburton County,Zone 3,45.3544082,-78.9315346,1,1,,1,1,08/24/2024,08/24/2024,1,08/24/2024,08/24/2024,1,08/24/2024,08/24/2024,1,08/24/2024,08/24/2024,,,,,,,1,,,
Event - Oxtongue Lake Landfill (Algonquin Highlands),Collection Event,Municipal,1136,CORPORATION OF THE TOWNSHIP OF ALGONQUIN HIGHLANDS,3401 Hwy. 60,,Dwight,P0A 1H0,Algonquin Highlands,Haliburton County,Zone 3,45.3544082,-78.9315346,1,1,,,1,05/08/2023,05/08/2023,,,,1,05/08/2023,05/08/2023,1,05/08/2023,05/08/2023,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,05/18/2024,05/18/2024,,,,1,05/18/2024,05/18/2024,1,05/18/2024,05/18/2024,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,07/06/2024,07/06/2024,,,,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,08/24/2024,08/24/2024,,,,1,08/24/2024,08/24/2024,1,08/24/2024,08/24/2024,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,06/03/0203,06/03/0203,,,,1,6/3/2023,6/3/2023,1,6/3/2023,6/3/2023,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,08/26/2023,08/26/2023,,,,1,08/26/2023,08/26/2023,1,08/26/2023,08/26/2023,,,,,,,1,,,
Event - S.G Nesbitt Memorial Arena,Collection Event,Municipal,3515,CORPORATION OF THE TOWNSHIP OF MINDEN HILLS,55 Parkside St.,,Minden,K0M 2K0,Minden Hills,Haliburton County,Zone 3,44.932607,-78.723515,1,1,,,1,09/23/2023,09/23/2023,,,,1,09/23/2023,09/23/2023,1,09/23/2023,09/23/2023,,,,,,,1,,,
