community_name,census_year,population,tier,region,zone,province,is_active,start_date,end_date
North Frontenac,2000,2285,Lower Tier,Frontenac County,,Ontario,true,2000-01-01T00:00:00,
North Glengarry,2000,10144,Lower Tier,"Stormont, Dundas and Glengarry",,Ontario,true,2000-01-01T00:00:00,
North Grenville,2000,17964,Lower Tier,Leeds and Grenville,,Ontario,true,2000-01-01T00:00:00,
North Huron,2000,5052,Lower Tier,Huron County,,Ontario,true,2000-01-01T00:00:00,
North Kawartha,2000,2877,Lower Tier,Peterborough County,,Ontario,true,2000-01-01T00:00:00,
North Middlesex,2000,6307,Lower Tier,Middlesex County,,Ontario,true,2000-01-01T00:00:00,
North Perth,2000,15538,Lower Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
North Stormont,2000,7400,Lower Tier,"Stormont, Dundas and Glengarry",,Ontario,true,2000-01-01T00:00:00,
Northeastern Manitoulin and the Islands,2000,2641,Single Tier,Manitoulin District,,Ontario,true,2000-01-01T00:00:00,
Northern Bruce Peninsula,2000,4404,Lower Tier,Bruce County,,Ontario,true,2000-01-01T00:00:00,
Norwich,2000,11151,Lower Tier,Oxford County,,Ontario,true,2000-01-01T00:00:00,
Oakville,2000,213759,Lower Tier,Halton Region,,Ontario,true,2000-01-01T00:00:00,
O'Connor,2000,689,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Oil Springs,2000,647,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Oliver Paipoonge,2000,6035,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Opasatika,2000,200,Single Tier,Cochrane District,,Ontario,true,2000-01-01T00:00:00,
Orangeville,2000,30167,Lower Tier,Dufferin County,,Ontario,true,2000-01-01T00:00:00,
Orillia,2000,33411,Single Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Oro-Medonte,2000,23017,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Oshawa,2000,175383,Lower Tier,Durham Region,,Ontario,true,2000-01-01T00:00:00,
Otonabee-South Monaghan,2000,7087,Lower Tier,Peterborough County,,Ontario,true,2000-01-01T00:00:00,
Ottawa,2000,1017449,Single Tier,Ottawa-Carleton,,Ontario,true,2000-01-01T00:00:00,
Owen Sound,2000,21612,Lower Tier,Grey County,,Ontario,true,2000-01-01T00:00:00,
Papineau-Cameron,2000,982,Single Tier,Nipissing District,,Ontario,true,2000-01-01T00:00:00,
Parry Sound,2000,6879,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Parry Sound - Territorial District,2000,3651,Territorial District,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Pelee,2000,230,Single Tier,Essex County,,Ontario,true,2000-01-01T00:00:00,
Pelham,2000,18192,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
Pembroke,2000,14364,Single Tier,Renfrew County,,Ontario,true,2000-01-01T00:00:00,
Penetanguishene,2000,10077,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Perry,2000,2650,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Perth,2000,6469,Lower Tier,Lanark County,,Ontario,true,2000-01-01T00:00:00,
Perth East,2000,12595,Lower Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
Perth South,2000,3776,Lower Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
Petawawa,2000,18160,Lower Tier,Renfrew County,,Ontario,true,2000-01-01T00:00:00,
Peterborough,2000,83651,Single Tier,Peterborough County,,Ontario,true,2000-01-01T00:00:00,
Petrolia,2000,6013,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Pickering,2000,99186,Lower Tier,Durham Region,,Ontario,true,2000-01-01T00:00:00,
Pickle Lake,2000,398,Single Tier,Kenora District,,Ontario,true,2000-01-01T00:00:00,
Plummer Additional,2000,757,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Plympton-Wyoming,2000,8308,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Point Edward,2000,1930,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Port Colborne,2000,20033,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
Port Hope,2000,17294,Lower Tier,Northumberland County,,Ontario,true,2000-01-01T00:00:00,
Powassan,2000,3346,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Prescott,2000,4078,Single Tier,Leeds and Grenville,,Ontario,true,2000-01-01T00:00:00,
Prince,2000,975,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Prince Edward,2000,25704,Single Tier,Prescott and Russell,,Ontario,true,2000-01-01T00:00:00,
Puslinch,2000,7944,Lower Tier,Wellington County,,Ontario,true,2000-01-01T00:00:00,
Quinte West,2000,46560,Single Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Rainy River,2000,752,Single Tier,Rainy River District,,Ontario,true,2000-01-01T00:00:00,
Rainy River - Territorial District,2000,3668,Territorial District,Rainy River District,,Ontario,true,2000-01-01T00:00:00,
Ramara,2000,10377,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Red Lake,2000,4094,Single Tier,Kenora District,,Ontario,true,2000-01-01T00:00:00,
Red Rock,2000,895,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Renfrew,2000,8190,Lower Tier,Renfrew County,,Ontario,true,2000-01-01T00:00:00,
Newmarket,2000,87942,Lower Tier,York Region,,Ontario,true,2000-01-01T00:00:00,
Rideau Lakes,2000,10883,Lower Tier,Leeds and Grenville,,Ontario,true,2000-01-01T00:00:00,
Russell,2000,19598,Lower Tier,Prescott and Russell,,Ontario,true,2000-01-01T00:00:00,
Ryerson,2000,745,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Sables-Spanish Rivers,2000,3237,Single Tier,Sudbury District,,Ontario,true,2000-01-01T00:00:00,
Sarnia,2000,72047,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Saugeen Shores,2000,15908,Lower Tier,Bruce County,,Ontario,true,2000-01-01T00:00:00,
Sault Ste. Marie,2000,72051,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Schreiber,2000,1039,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Scugog,2000,21581,Lower Tier,Durham Region,,Ontario,true,2000-01-01T00:00:00,
Seguin,2000,5280,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Selwyn,2000,18653,Lower Tier,Peterborough County,,Ontario,true,2000-01-01T00:00:00,
Severn,2000,14576,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Shelburne,2000,8994,Lower Tier,Dufferin County,,Ontario,true,2000-01-01T00:00:00,
Shuniah,2000,3247,,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Sioux Lookout,2000,5839,Single Tier,Kenora District,,Ontario,true,2000-01-01T00:00:00,
Sioux Narrows-Nestor Falls,2000,727,Single Tier,Kenora District,,Ontario,true,2000-01-01T00:00:00,
Smiths Falls,2000,9254,Single Tier,Lanark County,,Ontario,true,2000-01-01T00:00:00,
Smooth Rock Falls,2000,1200,Single Tier,Cochrane District,,Ontario,true,2000-01-01T00:00:00,
South Algonquin,2000,1055,Single Tier,Nipissing District,,Ontario,true,2000-01-01T00:00:00,
South Bruce,2000,5880,Lower Tier,Bruce County,,Ontario,true,2000-01-01T00:00:00,
South Bruce Peninsula,2000,9137,Lower Tier,Bruce County,,Ontario,true,2000-01-01T00:00:00,
South Dundas,2000,11044,Lower Tier,"Stormont, Dundas and Glengarry",,Ontario,true,2000-01-01T00:00:00,
South Frontenac,2000,20188,Lower Tier,Frontenac County,,Ontario,true,2000-01-01T00:00:00,
South Glengarry,2000,13330,Lower Tier,"Stormont, Dundas and Glengarry",,Ontario,true,2000-01-01T00:00:00,
South Huron,2000,10063,Lower Tier,Huron County,,Ontario,true,2000-01-01T00:00:00,
South River,2000,1101,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
South Stormont,2000,13570,Lower Tier,"Stormont, Dundas and Glengarry",,Ontario,true,2000-01-01T00:00:00,
Southgate,2000,8716,Lower Tier,Grey County,,Ontario,true,2000-01-01T00:00:00,
Southwest Middlesex,2000,5893,Lower Tier,Middlesex County,,Ontario,true,2000-01-01T00:00:00,
South-West Oxford,2000,7583,Lower Tier,Oxford County,,Ontario,true,2000-01-01T00:00:00,
Southwold,2000,4851,Lower Tier,Elgin County,,Ontario,true,2000-01-01T00:00:00,
Spanish,2000,670,Territorial District,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Springwater,2000,21701,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
St. Catharines,2000,136803,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
St. Charles,2000,1357,Single Tier,Sudbury District,,Ontario,true,2000-01-01T00:00:00,
St. Clair,2000,14659,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
St. Joseph,2000,1426,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
St. Marys,2000,7386,Single Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
St. Thomas,2000,42840,Single Tier,Elgin County,,Ontario,true,2000-01-01T00:00:00,
Stirling-Rawdon,2000,5015,Lower Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Stone Mills,2000,7826,Lower Tier,Lennox and Addington County,,Ontario,true,2000-01-01T00:00:00,
Stratford,2000,33232,Single Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
Strathroy-Caradoc,2000,23871,Lower Tier,Middlesex County,,Ontario,true,2000-01-01T00:00:00,
Strong,2000,1566,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Sudbury - Territorial District,2000,3762,Territorial District,Sudbury District,,Ontario,true,2000-01-01T00:00:00,
Sundridge,2000,938,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Tarbutt and Tarbutt Additional,2000,573,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Tay,2000,11091,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Tay Valley,2000,5925,Lower Tier,Lanark County,,Ontario,true,2000-01-01T00:00:00,
Tecumseh,2000,23300,Lower Tier,Essex County,,Ontario,true,2000-01-01T00:00:00,
Tehkummah,2000,450,Single Tier,Manitoulin District,,Ontario,true,2000-01-01T00:00:00,
Temagami,2000,862,Single Tier,Nipissing District,,Ontario,true,2000-01-01T00:00:00,
Temiskaming Shores,2000,9634,Single Tier,Timiskaming District,,Ontario,true,2000-01-01T00:00:00,
Terrace Bay,2000,1528,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Thames Centre,2000,13980,Lower Tier,Middlesex County,,Ontario,true,2000-01-01T00:00:00,
The Archipelago,2000,979,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
The Blue Mountains,2000,9390,Lower Tier,Grey County,,Ontario,true,2000-01-01T00:00:00,
The Nation,2000,13350,Lower Tier,Prescott and Russell,,Ontario,true,2000-01-01T00:00:00,
The North Shore,2000,531,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Thessalon,2000,1260,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Thornloe,2000,92,Single Tier,Timiskaming District,,Ontario,true,2000-01-01T00:00:00,
Thorold,2000,23816,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
Thunder Bay,2000,108843,Single Tier,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Thunder Bay - Territorial District,2000,9837,Territorial District,Thunderbay District,,Ontario,true,2000-01-01T00:00:00,
Tillsonburg,2000,18615,Lower Tier,Oxford County,,Ontario,true,2000-01-01T00:00:00,
Timiskaming - Territorial District,2000,3281,Territorial District,Timiskaming District,,Ontario,true,2000-01-01T00:00:00,
Timmins,2000,41145,Single Tier,Cochrane District,,Ontario,true,2000-01-01T00:00:00,
Tiny,2000,12966,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Richmond Hill,2000,202022,Lower Tier,York Region,,Ontario,true,2000-01-01T00:00:00,
Trent Hills,2000,13861,Lower Tier,Northumberland County,,Ontario,true,2000-01-01T00:00:00,
Trent Lakes,2000,6439,Lower Tier,Peterborough County,,Ontario,true,2000-01-01T00:00:00,
Tudor and Cashel,2000,740,Lower Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Tweed,2000,6067,Lower Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Tyendinaga,2000,4538,Lower Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Uxbridge,2000,21556,Lower Tier,Durham Region,,Ontario,true,2000-01-01T00:00:00,
Val Rita-Harty,2000,757,Single Tier,Cochrane District,,Ontario,true,2000-01-01T00:00:00,
Vaughan,2000,323103,Lower Tier,York Region,,Ontario,true,2000-01-01T00:00:00,
Wabaseemoong,2000,815,Territorial District,Kenora District,,Ontario,true,2000-01-01T00:00:00,
Wainfleet,2000,6887,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
Warwick,2000,3641,Lower Tier,Lambton County,,Ontario,true,2000-01-01T00:00:00,
Wasaga Beach,2000,24862,Lower Tier,Simcoe County,,Ontario,true,2000-01-01T00:00:00,
Waterloo,2000,121436,Lower Tier,Waterloo Region,,Ontario,true,2000-01-01T00:00:00,
Wawa,2000,2705,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Welland,2000,55750,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
Wellesley,2000,11318,Lower Tier,Waterloo Region,,Ontario,true,2000-01-01T00:00:00,
Wellington North,2000,12431,Lower Tier,Wellington County,,Ontario,true,2000-01-01T00:00:00,
West Elgin,2000,5060,Lower Tier,Elgin County,,Ontario,true,2000-01-01T00:00:00,
West Grey,2000,13131,Lower Tier,Grey County,,Ontario,true,2000-01-01T00:00:00,
West Lincoln,2000,15454,Lower Tier,Niagara Region,,Ontario,true,2000-01-01T00:00:00,
West Nipissing,2000,14583,Single Tier,Nipissing District,,Ontario,true,2000-01-01T00:00:00,
West Perth,2000,9038,Lower Tier,Perth County,,Ontario,true,2000-01-01T00:00:00,
Westport,2000,634,Lower Tier,Leeds and Grenville,,Ontario,true,2000-01-01T00:00:00,
Whitby,2000,138501,Lower Tier,Durham Region,,Ontario,true,2000-01-01T00:00:00,
Whitchurch-Stouffville,2000,49864,Lower Tier,York Region,,Ontario,true,2000-01-01T00:00:00,
White River,2000,557,Single Tier,Algoma District,,Ontario,true,2000-01-01T00:00:00,
Whitestone,2000,1075,Single Tier,Parry Sound District,,Ontario,true,2000-01-01T00:00:00,
Whitewater,2000,7225,Lower Tier,Renfrew County,,Ontario,true,2000-01-01T00:00:00,
Wikwemikong Unceded,2000,2728,Territorial District,Manitoulin District,,Ontario,true,2000-01-01T00:00:00,
Wilmot,2000,21429,Lower Tier,Waterloo Region,,Ontario,true,2000-01-01T00:00:00,
Windsor,2000,229660,Single Tier,Essex County,,Ontario,true,2000-01-01T00:00:00,
Wollaston,2000,721,Lower Tier,Hastings County,,Ontario,true,2000-01-01T00:00:00,
Woodstock,2000,46705,Lower Tier,Oxford County,,Ontario,true,2000-01-01T00:00:00,
Woolwich,2000,26999,Lower Tier,Waterloo Region,,Ontario,true,2000-01-01T00:00:00,
Zorra,2000,8628,Lower Tier,Oxford County,,Ontario,true,2000-01-01T00:00:00,
