site_name,census_year,community_name,site_type,operator_type,service_partner,address_line_1,address_line_2,address_city,address_postal_code,region,service_area,address_latitude,address_longitude,latitude,longitude,is_active,event_approved,site_start_date,site_end_date,program_paint,program_paint_start_date,program_paint_end_date,program_lights,program_lights_start_date,program_lights_end_date,program_solvents,program_solvents_start_date,program_solvents_end_date,program_pesticides,program_pesticides_start_date,program_pesticides_end_date,program_fertilizers,program_fertilizers_start_date,program_fertilizers_end_date
Event - West Guilford Landfill Site (Dysart),2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,11903 Hwy 118,,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",K0L 1X0,Haliburton County,Zone 3,45.1015763,-78.5958625,45.1015763,-78.5958625,true,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,false,,
Event - Haliburton Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,222 Industrial Park Rd,,Haliburton,K0M 1S0,Haliburton County,Zone 3,45.052089,-78.5371093,45.052089,-78.5371093,true,true,2024-07-27T00:00:00,2024-07-27T00:00:00,true,2024-07-27T00:00:00,2024-07-27T00:00:00,false,,,true,2024-07-27T00:00:00,2024-07-27T00:00:00,true,2024-07-27T00:00:00,2024-07-27T00:00:00,false,,
Event - Haliburton Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,222 Industrial Park Rd,,Haliburton,K0M 1S0,Haliburton County,Zone 3,45.052089,-78.5371093,45.052089,-78.5371093,true,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,false,,,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,false,,
Event - Haliburton Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,222 Industrial Park Rd,,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",K0M 1S0,Haliburton County,Zone 3,45.052089,-78.5371093,45.052089,-78.5371093,true,true,2025-07-26T00:00:00,2025-07-26T00:00:00,true,2025-07-26T00:00:00,2025-07-26T00:00:00,true,2025-07-26T00:00:00,2025-07-26T00:00:00,true,2025-07-26T00:00:00,2025-07-26T00:00:00,true,2025-07-26T00:00:00,2025-07-26T00:00:00,false,,
Event - Cavendish Community Centre,2000,Trent Lakes,Event,Regional District,CORPORATION OF THE COUNTY OF PETERBOROUGH,"18 Community Complex Drive, County Road 507 Catchacoma",,Gooderham,K0L1J0,Peterborough County,Zone 3,44.7277939,-78.3393054,44.7277939,-78.3393054,true,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,
Event - Harcourt Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,1123 Packard Rd,,Haliburton,K0L 1X0,Haliburton County,Zone 3,45.0907917,-78.1416862,45.0907917,-78.1416862,true,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,false,,,true,2024-08-10T00:00:00,2024-08-10T00:00:00,true,2024-08-10T00:00:00,2024-08-10T00:00:00,false,,
Event - Harcourt Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,1123 Packard Rd,,Haliburton,K0L 1X0,Haliburton County,Zone 3,45.0907917,-78.1416862,45.0907917,-78.1416862,true,true,2023-08-26T00:00:00,2023-08-26T00:00:00,true,2023-08-26T00:00:00,2023-08-26T00:00:00,false,,,true,2023-08-26T00:00:00,2023-08-26T00:00:00,true,2023-08-26T00:00:00,2023-08-26T00:00:00,false,,
Event - Harcourt Landfill Site,2000,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",Event,Municipal,MUNICIPALITY OF DYSART ET AL,1123 Packard Rd,,"Dysart, Dudley, Harcourt, Guilford, Harburn, Bruton, Havelock, Eyre and Clyde",K0L 1X0,Haliburton County,Zone 3,45.0907917,-78.1416862,45.0907917,-78.1416862,true,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,false,,
Event - Norwood Public Works Yard,2000,Asphodel-Norwood,Event,Regional District,CORPORATION OF THE COUNTY OF PETERBOROUGH,4440 Highway 7,,Norwood,K0L2V0,Peterborough County,Zone 3,44.3932052,-77.975387,44.3932052,-77.975387,true,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,false,,
Event - Madawaska Works Garage,2000,South Algonquin,Event,Municipal,CORPORATION OF THE TOWNSHIP OF SOUTH ALGONQUIN,24808 Highway 60,,Madawaska,K0J 2C0,Bruce County,Zone 6,45.497455,-77.961241,45.497455,-77.961241,true,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,true,2023-08-12T00:00:00,2023-08-12T00:00:00,false,,
Event - Madawaska Works Garage,2000,South Algonquin,Event,Municipal,CORPORATION OF THE TOWNSHIP OF SOUTH ALGONQUIN,24808 Highway 60,,Madawaska,K0J 2C0,Nipissing District,Zone 6,45.497455,-77.961241,45.497455,-77.961241,true,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,true,2025-08-09T00:00:00,2025-08-09T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,true,2024-07-13T00:00:00,2024-07-13T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2024-09-28T00:00:00,2024-09-28T00:00:00,true,2024-09-28T00:00:00,2024-09-28T00:00:00,true,2024-09-28T00:00:00,2024-09-28T00:00:00,true,2024-09-28T00:00:00,2024-09-28T00:00:00,true,2024-09-28T00:00:00,2024-09-28T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,true,2025-05-10T00:00:00,2025-05-10T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,false,,
Event - Township of Faraday Public Works Yard,2000,Bancroft,Event,Municipal,CORPORATION OF THE TOWNSHIP OF FARADAY,29860A-B Hwy 28 South,,Bancroft,K0L 1C0,Hastings County,Zone 4,45.048706,-77.8864895,45.048706,-77.8864895,true,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,true,2025-09-20T00:00:00,2025-09-20T00:00:00,false,,
Event - Kenny Road Landfill,2000,"Head, Clara and Maria",Event,Municipal,"THE CORPORATION OF THE UNITED TOWNSHIPS OF HEAD, CLARA & MARIA",67 Kenny Road,,Mackey,K0J 2B0,Renfrew County,Zone 5,46.1719549,-77.8568868,46.1719549,-77.8568868,true,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,true,2024-05-25T00:00:00,2024-05-25T00:00:00,false,,
Event - Kenny Road Landfill,2000,"Head, Clara and Maria",Event,Municipal,"THE CORPORATION OF THE UNITED TOWNSHIPS OF HEAD, CLARA & MARIA",67 Kenny Road,,Mackey,K0J 2B0,Prescott and Russell,Zone 5,46.1719549,-77.8568868,46.1719549,-77.8568868,true,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,true,2023-05-27T00:00:00,2023-05-27T00:00:00,false,,
R2D Event - Marmora and Lake,2000,Marmora and Lake,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,28 Victoria Street,,Marmora,K0K 2M0,Hastings County,Zone 4,44.487691,-77.678797,44.487691,-77.678797,true,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,true,2023-05-06T00:00:00,2023-05-06T00:00:00,false,,
R2D Event - Marmora and Lake,2000,Marmora and Lake,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,28 Victoria Street,,Marmora,K0K 2M0,Hastings County,Zone 4,44.487691,-77.678797,44.487691,-77.678797,true,true,2023-08-18T00:00:00,2023-08-18T00:00:00,true,2023-08-18T00:00:00,2023-08-18T00:00:00,true,2023-08-18T00:00:00,2023-08-18T00:00:00,true,2023-08-18T00:00:00,2023-08-18T00:00:00,true,2023-08-18T00:00:00,2023-08-18T00:00:00,false,,
Event - Combermere Work Yard,2000,Madawaska Valley,Event,Municipal,THE CORPORATION OF THE TOWNSHIP OF MADAWASKA VALLEY,39844 Combermere Road,,Combermere,K0J 1B0,Renfrew County,Zone 5,45.382875,-77.619692,45.382875,-77.619692,true,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,false,,
Event - Combermere Work Yard,2000,Madawaska Valley,Event,Municipal,THE CORPORATION OF THE TOWNSHIP OF MADAWASKA VALLEY,39844 Combermere Road,,Combermere,K0J 1B0,Renfrew County,Zone 5,45.382875,-77.619692,45.382875,-77.619692,true,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,
Event - Combermere Work Yard,2000,Madawaska Valley,Event,Municipal,THE CORPORATION OF THE TOWNSHIP OF MADAWASKA VALLEY,39844 Combermere Road,,Combermere,K0J 1B0,Renfrew County,Zone 5,45.382875,-77.619692,45.382875,-77.619692,true,true,2025-02-08T00:00:00,2025-02-08T00:00:00,true,2025-02-08T00:00:00,2025-02-08T00:00:00,true,2025-02-08T00:00:00,2025-02-08T00:00:00,true,2025-02-08T00:00:00,2025-02-08T00:00:00,true,2025-02-08T00:00:00,2025-02-08T00:00:00,false,,
R2D Event - Frankford Arena (Quinte),2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,35 March Street,,Frankford,K0K 2C0,Hastings County,Zone 4,44.195609,-77.5956216,44.195609,-77.5956216,true,true,2024-06-07T00:00:00,2024-06-07T00:00:00,true,2024-06-07T00:00:00,2024-06-07T00:00:00,true,2024-06-07T00:00:00,2024-06-07T00:00:00,true,2024-06-07T00:00:00,2024-06-07T00:00:00,true,2024-06-07T00:00:00,2024-06-07T00:00:00,false,,
R2D Event - Frankford Arena (Quinte),2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,35 March Street,,Frankford,K0K 2C0,Hastings County,Zone 4,44.195609,-77.5956216,44.195609,-77.5956216,true,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,true,2023-07-08T00:00:00,2023-07-08T00:00:00,false,,
R2D Event - Frankford Arena (Quinte),2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,35 March Street,,Frankford,K0K 2C0,Hastings County,Zone 4,44.195609,-77.5956216,44.195609,-77.5956216,true,true,2025-06-09T00:00:00,2025-06-09T00:00:00,true,2025-06-09T00:00:00,2025-06-09T00:00:00,true,2025-06-09T00:00:00,2025-06-09T00:00:00,true,2025-06-09T00:00:00,2025-06-09T00:00:00,true,2025-06-09T00:00:00,2025-06-09T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2024-05-10T00:00:00,2024-05-10T00:00:00,true,2024-05-10T00:00:00,2024-05-10T00:00:00,true,2024-05-10T00:00:00,2024-05-10T00:00:00,true,2024-05-10T00:00:00,2024-05-10T00:00:00,true,2024-05-10T00:00:00,2024-05-10T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,true,2024-06-22T00:00:00,2024-06-22T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2023-04-15T00:00:00,2023-04-15T00:00:00,true,2023-04-15T00:00:00,2023-04-15T00:00:00,true,2023-04-15T00:00:00,2023-04-15T00:00:00,true,2023-04-15T00:00:00,2023-04-15T00:00:00,true,2023-04-15T00:00:00,2023-04-15T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,true,2023-06-17T00:00:00,2023-06-17T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2023-09-09T00:00:00,2023-09-09T00:00:00,true,2023-09-09T00:00:00,2023-09-09T00:00:00,true,2023-09-09T00:00:00,2023-09-09T00:00:00,true,2023-09-09T00:00:00,2023-09-09T00:00:00,true,2023-09-09T00:00:00,2023-09-09T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2023-10-21T00:00:00,2023-10-21T00:00:00,true,2023-10-21T00:00:00,2023-10-21T00:00:00,true,2023-10-21T00:00:00,2023-10-21T00:00:00,true,2023-10-21T00:00:00,2023-10-21T00:00:00,true,2023-10-21T00:00:00,2023-10-21T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2025-03-05T00:00:00,2025-03-05T00:00:00,true,2025-03-05T00:00:00,2025-03-05T00:00:00,true,2025-03-05T00:00:00,2025-03-05T00:00:00,true,2025-03-05T00:00:00,2025-03-05T00:00:00,true,2025-03-05T00:00:00,2025-03-05T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2025-07-06T00:00:00,2025-07-06T00:00:00,true,2025-07-06T00:00:00,2025-07-06T00:00:00,true,2025-07-06T00:00:00,2025-07-06T00:00:00,true,2025-07-06T00:00:00,2025-07-06T00:00:00,true,2025-07-06T00:00:00,2025-07-06T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2025-09-08T00:00:00,2025-09-08T00:00:00,true,2025-09-08T00:00:00,2025-09-08T00:00:00,true,2025-09-08T00:00:00,2025-09-08T00:00:00,true,2025-09-08T00:00:00,2025-09-08T00:00:00,true,2025-09-08T00:00:00,2025-09-08T00:00:00,false,,
R2D Event - Trenton Public Works Yard,2000,Quinte West,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,30 Pelham Street,,Quinte West,K8V 5A8,Hastings County,Zone 4,44.1041945,-77.585169,44.1041945,-77.585169,true,true,2025-04-10T00:00:00,2025-04-10T00:00:00,true,2025-04-10T00:00:00,2025-04-10T00:00:00,true,2025-04-10T00:00:00,2025-04-10T00:00:00,true,2025-04-10T00:00:00,2025-04-10T00:00:00,true,2025-04-10T00:00:00,2025-04-10T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,true,2024-09-21T00:00:00,2024-09-21T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,true,2023-07-22T00:00:00,2023-07-22T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2025-05-07T00:00:00,2025-05-07T00:00:00,true,2025-05-07T00:00:00,2025-05-07T00:00:00,true,2025-05-07T00:00:00,2025-05-07T00:00:00,true,2025-05-07T00:00:00,2025-05-07T00:00:00,true,2025-05-07T00:00:00,2025-05-07T00:00:00,false,,
R2D Event - Stirling Arena (Quinte),2000,Stirling-Rawdon,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,435 Front Street West,,Stirling,K0K 3L0,Hastings County,Zone 4,44.2928402,-77.563607,44.2928402,-77.563607,true,true,2025-10-18T00:00:00,2025-10-18T00:00:00,true,2025-10-18T00:00:00,2025-10-18T00:00:00,true,2025-10-18T00:00:00,2025-10-18T00:00:00,true,2025-10-18T00:00:00,2025-10-18T00:00:00,true,2025-10-18T00:00:00,2025-10-18T00:00:00,false,,
R2D Event - Madoc Township Works Yard,2000,Madoc,Event,Municipal,CENTRE & SOUTH HASTINGS WASTE SERVICES BOARD,15651 Highway 62 N,,Madoc Township,K0K 2K0,Hastings County,Zone 4,44.57,-77.51,44.57,-77.51,true,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,true,2024-07-20T00:00:00,2024-07-20T00:00:00,false,,
