site_name,census_year,community_name,site_type,operator_type,service_partner,address_line_1,address_line_2,address_city,address_postal_code,region,service_area,address_latitude,address_longitude,latitude,longitude,is_active,event_approved,site_start_date,site_end_date,program_paint,program_paint_start_date,program_paint_end_date,program_lights,program_lights_start_date,program_lights_end_date,program_solvents,program_solvents_start_date,program_solvents_end_date,program_pesticides,program_pesticides_start_date,program_pesticides_end_date,program_fertilizers,program_fertilizers_start_date,program_fertilizers_end_date
Event - Cayuga Secondary School (Haldimand),,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,70 Brant County Highway 54,,Cayuga,N0A 1E0,Haldimand-Norfolk Region,Zone 8,42.956766,-79.858695,42.956766,-79.858695,true,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,true,2024-04-13T00:00:00,2024-04-13T00:00:00,false,,
Event - Cayuga Secondary School (Haldimand),,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,70 Brant County Highway 54,,Cayuga,N0A 1E0,Haldimand-Norfolk Region,Zone 8,42.956766,-79.858695,42.956766,-79.858695,true,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,true,2023-04-29T00:00:00,2023-04-29T00:00:00,false,,
Event - Cayuga Secondary School (Haldimand),,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,70 Brant County Highway 54,,Haldimand,N0A 1E0,Haldimand-Norfolk Region,Zone 8,42.956766,-79.858695,42.956766,-79.858695,true,true,2025-04-12T00:00:00,2025-04-12T00:00:00,true,2025-04-12T00:00:00,2025-04-12T00:00:00,true,2025-04-12T00:00:00,2025-04-12T00:00:00,true,2025-04-12T00:00:00,2025-04-12T00:00:00,true,2025-04-12T00:00:00,2025-04-12T00:00:00,false,,
Event - Burlington Closed Landfill (Halton),,Burlington,Collection Event,Regional District,THE REGIONAL MUNICIPALITY OF HALTON,367 North Service Road,,Burlington,L6M 3L1,Halton Region,Zone 1,43.3183815,-79.8558905,43.3183815,-79.8558905,true,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,false,,
Event - Burlington Closed Landfill (Halton),,Burlington,Collection Event,Regional District,THE REGIONAL MUNICIPALITY OF HALTON,291 North Service Road,,Burlington,L6M 3L1,Halton Region,Zone 1,43.3183815,-79.8558905,43.3183815,-79.8558905,true,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,false,,
Event - Sheridan College (Halton),,Oakville,Collection Event,Regional District,THE REGIONAL MUNICIPALITY OF HALTON,1430 Trafalgar Road,,Oakville,L6H 2L1,Halton Region,Zone 1,43.4689773,-79.6986541,43.4689773,-79.6986541,true,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,true,2023-09-30T00:00:00,2023-09-30T00:00:00,false,,
Event - Sheridan College (Halton),,Oakville,Collection Event,Regional District,THE REGIONAL MUNICIPALITY OF HALTON,1430 Trafalgar Road,,Oakville,L6H 2L1,Halton Region,Zone 1,43.4689773,-79.6986541,43.4689773,-79.6986541,true,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,true,2025-09-27T00:00:00,2025-09-27T00:00:00,false,,
Event - Temiskaming Shore (Parking Lot),,Temiskaming Shores,Collection Event,Municipal,THE CORPORATION OF THE CITY OF TEMISKAMING SHORES,28 Wellington St.,,Temiskaming Shores,P0J 1P0,Timiskaming District,Zone 7,47.508467,-79.6741963,47.508467,-79.6741963,true,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,true,2024-01-06T00:00:00,2024-01-06T00:00:00,false,,
Event - Temiskaming Shore (Parking Lot),,Temiskaming Shores,Collection Event,Municipal,THE CORPORATION OF THE CITY OF TEMISKAMING SHORES,28 Wellington St. South,,Temiskaming Shores,P0J 1P0,Timiskaming District,Zone 7,47.508467,-79.6741963,47.508467,-79.6741963,true,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,true,2023-06-03T00:00:00,2023-06-03T00:00:00,false,,
Event - Temiskaming Shore (Parking Lot),,Temiskaming Shores,Collection Event,Municipal,THE CORPORATION OF THE CITY OF TEMISKAMING SHORES,28 Wellington St.,,Temiskaming Shores,P0J 1P0,Timiskaming District,Zone 7,47.508467,-79.6741963,47.508467,-79.6741963,true,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,false,,
Event - Chapman Landfill,,Parry Sound - Territorial District,Collection Event,Municipal,CORPORATION OF THE MUNICIPALITY OF MAGNETAWAN,259 Rocky Road,,Magnetawan,P0A 1P0,Parry Sound District,Zone 2,45.718995,-79.621481,45.718995,-79.621481,true,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,true,2024-04-27T00:00:00,2024-04-27T00:00:00,false,,
Event - Chapman Landfill,,Parry Sound - Territorial District,Collection Event,Municipal,CORPORATION OF THE MUNICIPALITY OF MAGNETAWAN,259 Rocky Road,,Magnetawan,P0A 1P0,Parry Sound District,Zone 2,45.718995,-79.621481,45.718995,-79.621481,true,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,false,,
Event - Chapman Landfill,,Parry Sound - Territorial District,Collection Event,Municipal,CORPORATION OF THE MUNICIPALITY OF MAGNETAWAN,259 Rocky Road,,Parry Sound - Territorial District,P0A 1P0,Parry Sound District,Zone 2,45.718995,-79.621481,45.718995,-79.621481,true,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,false,,
Event - Dunnville Public Works Yard,,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,710 Main St. E.,,Dunnville,N1A 2W5,Haldimand-Norfolk Region,Zone 8,42.9008684453,-79.606442149,42.9008684453,-79.606442149,true,true,2024-09-07T00:00:00,2024-09-07T00:00:00,true,2024-09-07T00:00:00,2024-09-07T00:00:00,true,2024-09-07T00:00:00,2024-09-07T00:00:00,true,2024-09-07T00:00:00,2024-09-07T00:00:00,true,2024-09-07T00:00:00,2024-09-07T00:00:00,false,,
Event - Dunnville Public Works Yard,,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,710 Main St. E.,,Dunnville,N1A 2W5,Haldimand-Norfolk Region,Zone 8,42.9008684453,-79.606442149,42.9008684453,-79.606442149,true,true,2023-09-16T00:00:00,2023-09-16T00:00:00,true,2023-09-16T00:00:00,2023-09-16T00:00:00,true,2023-09-16T00:00:00,2023-09-16T00:00:00,true,2023-09-16T00:00:00,2023-09-16T00:00:00,true,2023-09-16T00:00:00,2023-09-16T00:00:00,false,,
Event - Dunnville Public Works Yard,,Haldimand,Collection Event,Regional District,CORPORATION OF HALDIMAND COUNTY,710 Main St. E.,,Haldimand,N1A 2W5,Haldimand-Norfolk Region,Zone 8,42.9008684453,-79.606442149,42.9008684453,-79.606442149,true,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,false,,
Event - Toronto Woodbine Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,500 Rexdale Blvd. (at Highway 27),,Toronto,M9W 6K5,Toronto,Zone 1,43.720218,-79.600406,43.720218,-79.600406,true,true,2024-06-20T00:00:00,2024-06-20T00:00:00,true,2024-06-20T00:00:00,2024-06-20T00:00:00,true,2024-06-20T00:00:00,2024-06-20T00:00:00,true,2024-06-20T00:00:00,2024-06-20T00:00:00,true,2024-06-20T00:00:00,2024-06-20T00:00:00,false,,
Event - Toronto Woodbine Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,500 Rexdale Blvd. (at Highway 27),,Toronto,M9W 6K5,Toronto,Zone 1,43.720218,-79.600406,43.720218,-79.600406,true,true,2023-05-04T00:00:00,2023-05-04T00:00:00,true,2023-05-04T00:00:00,2023-05-04T00:00:00,true,2023-05-04T00:00:00,2023-05-04T00:00:00,true,2023-05-04T00:00:00,2023-05-04T00:00:00,true,2023-05-04T00:00:00,2023-05-04T00:00:00,false,,
Event - Toronto Woodbine Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,500 Rexdale Blvd. (at Highway 27),,Toronto,M9W 6K5,Toronto,Zone 1,43.720218,-79.600406,43.720218,-79.600406,true,true,2025-06-17T00:00:00,2025-06-17T00:00:00,true,2025-06-17T00:00:00,2025-06-17T00:00:00,true,2025-06-17T00:00:00,2025-06-17T00:00:00,true,2025-06-17T00:00:00,2025-06-17T00:00:00,true,2025-06-17T00:00:00,2025-06-17T00:00:00,false,,
Event - Toronto Albion Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1530 Albion Rd (at Kipling Ave),,Toronto,M9V 1B4,Toronto,Zone 1,43.7416964,-79.5844502,43.7416964,-79.5844502,true,true,2024-06-13T00:00:00,2024-06-13T00:00:00,true,2024-06-13T00:00:00,2024-06-13T00:00:00,true,2024-06-13T00:00:00,2024-06-13T00:00:00,true,2024-06-13T00:00:00,2024-06-13T00:00:00,true,2024-06-13T00:00:00,2024-06-13T00:00:00,false,,
Event - Toronto Albion Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1530 Albion Rd (at Kipling Ave),,Toronto,M9V 1B4,Toronto,Zone 1,43.7416964,-79.5844502,43.7416964,-79.5844502,true,true,2023-05-23T00:00:00,2023-05-23T00:00:00,true,2023-05-23T00:00:00,2023-05-23T00:00:00,true,2023-05-23T00:00:00,2023-05-23T00:00:00,true,2023-05-23T00:00:00,2023-05-23T00:00:00,true,2023-05-23T00:00:00,2023-05-23T00:00:00,false,,
Event - Toronto Albion Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1530 Albion Rd (at Kipling Ave),,Toronto,M9V 1B4,Toronto,Zone 1,43.7416964,-79.5844502,43.7416964,-79.5844502,true,true,2025-06-03T00:00:00,2025-06-03T00:00:00,true,2025-06-03T00:00:00,2025-06-03T00:00:00,true,2025-06-03T00:00:00,2025-06-03T00:00:00,true,2025-06-03T00:00:00,2025-06-03T00:00:00,true,2025-06-03T00:00:00,2025-06-03T00:00:00,false,,
Event - Toronto Richview Collegiate Institute,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1738 Islington Ave (at Eglinton Ave W),,Etobicoke,M9A 3N2,Toronto,Zone 1,43.679278,-79.538753,43.679278,-79.538753,true,true,2024-06-16T00:00:00,2024-06-16T00:00:00,true,2024-06-16T00:00:00,2024-06-16T00:00:00,true,2024-06-16T00:00:00,2024-06-16T00:00:00,true,2024-06-16T00:00:00,2024-06-16T00:00:00,true,2024-06-16T00:00:00,2024-06-16T00:00:00,false,,
Event - Toronto Richview Collegiate Institute,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1738 Islington Ave (at Eglinton Ave W),,Etobicoke,M9A 3N2,Toronto,Zone 1,43.679278,-79.538753,43.679278,-79.538753,true,true,2023-06-11T00:00:00,2023-06-11T00:00:00,true,2023-06-11T00:00:00,2023-06-11T00:00:00,true,2023-06-11T00:00:00,2023-06-11T00:00:00,true,2023-06-11T00:00:00,2023-06-11T00:00:00,true,2023-06-11T00:00:00,2023-06-11T00:00:00,false,,
Event - Toronto Richview Collegiate Institute,,Toronto,Collection Event,Municipal,CITY OF TORONTO,1738 Islington Ave (at Eglinton Ave W),,Etobicoke,M9A 3N2,Toronto,Zone 1,43.679278,-79.538753,43.679278,-79.538753,true,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,true,2025-06-07T00:00:00,2025-06-07T00:00:00,false,,
Event - Fairfield Senior Center,,Toronto,Collection Event,Municipal,CITY OF TORONTO,80 Lothian Ave,,Toronto,M8Z 4K5,Toronto,Zone 1,43.639689,-79.519315,43.639689,-79.519315,true,true,2024-04-28T00:00:00,2024-04-28T00:00:00,true,2024-04-28T00:00:00,2024-04-28T00:00:00,true,2024-04-28T00:00:00,2024-04-28T00:00:00,true,2024-04-28T00:00:00,2024-04-28T00:00:00,true,2024-04-28T00:00:00,2024-04-28T00:00:00,false,,
Event - Fairfield Senior Center,,Toronto,Collection Event,Municipal,CITY OF TORONTO,80 Lothian Ave,,Toronto,M8Z 4K5,Toronto,Zone 1,43.639689,-79.519315,43.639689,-79.519315,true,true,2024-05-19T00:00:00,2024-05-19T00:00:00,true,2024-05-19T00:00:00,2024-05-19T00:00:00,true,2024-05-19T00:00:00,2024-05-19T00:00:00,true,2024-05-19T00:00:00,2024-05-19T00:00:00,true,2024-05-19T00:00:00,2024-05-19T00:00:00,false,,
Event - Fairfield Senior Center,,Toronto,Collection Event,Municipal,CITY OF TORONTO,80 Lothian Ave,,Toronto,M8Z 4K5,Toronto,Zone 1,43.639689,-79.519315,43.639689,-79.519315,true,true,2023-05-21T00:00:00,2023-05-21T00:00:00,true,2023-05-21T00:00:00,2023-05-21T00:00:00,true,2023-05-21T00:00:00,2023-05-21T00:00:00,true,2023-05-21T00:00:00,2023-05-21T00:00:00,true,2023-05-21T00:00:00,2023-05-21T00:00:00,false,,
Event - Fairfield Senior Center,,Toronto,Collection Event,Municipal,CITY OF TORONTO,80 Lothian Ave,,Toronto,M8Z 4K5,Toronto,Zone 1,43.639689,-79.519315,43.639689,-79.519315,true,true,2025-04-05T00:00:00,2025-04-05T00:00:00,true,2025-04-05T00:00:00,2025-04-05T00:00:00,true,2025-04-05T00:00:00,2025-04-05T00:00:00,true,2025-04-05T00:00:00,2025-04-05T00:00:00,true,2025-04-05T00:00:00,2025-04-05T00:00:00,false,,
Event - Toronto Black Creek Pioneer Village,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"1000 Murray Ross Pkwy (east of Jane St, off Steeles Ave)",,North York,M3J  3P1,Toronto,Zone 1,43.7732875,-79.5169287,43.7732875,-79.5169287,true,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,true,2024-05-11T00:00:00,2024-05-11T00:00:00,false,,
Event - Toronto Black Creek Pioneer Village,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"1000 Murray Ross Pkwy (east of Jane St, off Steeles Ave)",,North York,M3J  3P1,Toronto,Zone 1,43.7732875,-79.5169287,43.7732875,-79.5169287,true,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,true,2023-05-13T00:00:00,2023-05-13T00:00:00,false,,
Event - Toronto Black Creek Pioneer Village,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"1000 Murray Ross Pkwy (east of Jane St, off Steeles Ave)",,North York,M3J  3P1,Toronto,Zone 1,43.7732875,-79.5169287,43.7732875,-79.5169287,true,true,2025-06-01T00:00:00,2025-06-01T00:00:00,true,2025-06-01T00:00:00,2025-06-01T00:00:00,true,2025-06-01T00:00:00,2025-06-01T00:00:00,true,2025-06-01T00:00:00,2025-06-01T00:00:00,true,2025-06-01T00:00:00,2025-06-01T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2024-04-07T00:00:00,2024-04-07T00:00:00,true,2024-04-07T00:00:00,2024-04-07T00:00:00,true,2024-04-07T00:00:00,2024-04-07T00:00:00,true,2024-04-07T00:00:00,2024-04-07T00:00:00,true,2024-04-07T00:00:00,2024-04-07T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2024-05-14T00:00:00,2024-05-14T00:00:00,true,2024-05-14T00:00:00,2024-05-14T00:00:00,true,2024-05-14T00:00:00,2024-05-14T00:00:00,true,2024-05-14T00:00:00,2024-05-14T00:00:00,true,2024-05-14T00:00:00,2024-05-14T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,true,2024-07-09T00:00:00,2024-07-09T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2023-05-25T00:00:00,2023-05-25T00:00:00,true,2023-05-25T00:00:00,2023-05-25T00:00:00,true,2023-05-25T00:00:00,2023-05-25T00:00:00,true,2023-05-25T00:00:00,2023-05-25T00:00:00,true,2023-05-25T00:00:00,2023-05-25T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,true,2023-06-24T00:00:00,2023-06-24T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,true,2025-07-12T00:00:00,2025-07-12T00:00:00,false,,
Event - Toronto Amesbury Arena,,Toronto,Collection Event,Municipal,CITY OF TORONTO,"155 Culford Rd (south of Lawrence Ave, east of Black Creek Dr)",,North York,M6M 4K6,Toronto,Zone 1,43.706059,-79.4868585,43.706059,-79.4868585,true,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,true,2025-08-16T00:00:00,2025-08-16T00:00:00,false,,
Event - Downsview Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,35 Carl Hall Rd.,,Downsview,M3K 2B6,Toronto,Zone 1,43.746497,-79.479098,43.746497,-79.479098,true,true,2024-08-20T00:00:00,2024-08-20T00:00:00,true,2024-08-20T00:00:00,2024-08-20T00:00:00,true,2024-08-20T00:00:00,2024-08-20T00:00:00,true,2024-08-20T00:00:00,2024-08-20T00:00:00,true,2024-08-20T00:00:00,2024-08-20T00:00:00,false,,
Event - Downsview Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,35 Carl Hall Rd.,,Downsview,M3K 2B6,Toronto,Zone 1,43.746497,-79.479098,43.746497,-79.479098,true,true,2023-08-27T00:00:00,2023-08-27T00:00:00,true,2023-08-27T00:00:00,2023-08-27T00:00:00,true,2023-08-27T00:00:00,2023-08-27T00:00:00,true,2023-08-27T00:00:00,2023-08-27T00:00:00,true,2023-08-27T00:00:00,2023-08-27T00:00:00,false,,
Event - Downsview Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,35 Carl Hall Rd.,,Downsview,M3K 2B6,Toronto,Zone 1,43.746497,-79.479098,43.746497,-79.479098,true,true,2025-05-13T00:00:00,2025-05-13T00:00:00,true,2025-05-13T00:00:00,2025-05-13T00:00:00,true,2025-05-13T00:00:00,2025-05-13T00:00:00,true,2025-05-13T00:00:00,2025-05-13T00:00:00,true,2025-05-13T00:00:00,2025-05-13T00:00:00,false,,
Event - Toronto Sir Casmir Gzowski Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,2001 Lake Shore Blvd W (just east of Ellis Ave),,Toronto,M6S 3C6,Toronto,Zone 1,43.6331768,-79.4712636,43.6331768,-79.4712636,true,true,2024-09-15T00:00:00,2024-09-15T00:00:00,true,2024-09-15T00:00:00,2024-09-15T00:00:00,true,2024-09-15T00:00:00,2024-09-15T00:00:00,true,2024-09-15T00:00:00,2024-09-15T00:00:00,true,2024-09-15T00:00:00,2024-09-15T00:00:00,false,,
Event - Toronto Sir Casmir Gzowski Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,2001 Lake Shore Blvd W (just east of Ellis Ave),,Toronto,M6S 3C6,Toronto,Zone 1,43.6331768,-79.4712636,43.6331768,-79.4712636,true,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,true,2023-07-15T00:00:00,2023-07-15T00:00:00,false,,
Event - Toronto Sir Casmir Gzowski Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,2001 Lake Shore Blvd W (just east of Ellis Ave),,Toronto,M6S 3C6,Toronto,Zone 1,43.6331768,-79.4712636,43.6331768,-79.4712636,true,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,true,2023-09-23T00:00:00,2023-09-23T00:00:00,false,,
Event - Toronto Sir Casmir Gzowski Park,,Toronto,Collection Event,Municipal,CITY OF TORONTO,2001 Lake Shore Blvd W (just east of Ellis Ave),,Toronto,M6S 3C6,Toronto,Zone 1,43.6331768,-79.4712636,43.6331768,-79.4712636,true,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,true,2025-09-13T00:00:00,2025-09-13T00:00:00,false,,
Event - Toronto Glen Long Community Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,Along Glen Long Ave (just west of Dufferin St),,Toronto,M6B 2M1,Toronto,Zone 1,43.708885,-79.456044,43.708885,-79.456044,true,true,2024-06-08T00:00:00,2024-06-08T00:00:00,true,2024-06-08T00:00:00,2024-06-08T00:00:00,true,2024-06-08T00:00:00,2024-06-08T00:00:00,true,2024-06-08T00:00:00,2024-06-08T00:00:00,true,2024-06-08T00:00:00,2024-06-08T00:00:00,false,,
Event - Toronto Glen Long Community Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,Along Glen Long Ave (just west of Dufferin St),,Toronto,M6B 2M1,Toronto,Zone 1,43.708885,-79.456044,43.708885,-79.456044,true,true,2023-06-18T00:00:00,2023-06-18T00:00:00,true,2023-06-18T00:00:00,2023-06-18T00:00:00,true,2023-06-18T00:00:00,2023-06-18T00:00:00,true,2023-06-18T00:00:00,2023-06-18T00:00:00,true,2023-06-18T00:00:00,2023-06-18T00:00:00,false,,
Event - Toronto Glen Long Community Centre,,Toronto,Collection Event,Municipal,CITY OF TORONTO,Along Glen Long Ave (just west of Dufferin St),,Toronto,M6B 2M1,Toronto,Zone 1,43.708885,-79.456044,43.708885,-79.456044,true,true,2025-06-22T00:00:00,2025-06-22T00:00:00,true,2025-06-22T00:00:00,2025-06-22T00:00:00,true,2025-06-22T00:00:00,2025-06-22T00:00:00,true,2025-06-22T00:00:00,2025-06-22T00:00:00,true,2025-06-22T00:00:00,2025-06-22T00:00:00,false,,
Event - Toronto Esther Shiner Stadium,,Toronto,Collection Event,Municipal,CITY OF TORONTO,5720 Bathurst St (at Finch Ave W),,North York,M2R 3W2,Toronto,Zone 1,43.776002,-79.445445,43.776002,-79.445445,true,true,2024-06-02T00:00:00,2024-06-02T00:00:00,true,2024-06-02T00:00:00,2024-06-02T00:00:00,true,2024-06-02T00:00:00,2024-06-02T00:00:00,true,2024-06-02T00:00:00,2024-06-02T00:00:00,true,2024-06-02T00:00:00,2024-06-02T00:00:00,false,,
Event - Toronto Esther Shiner Stadium,,Toronto,Collection Event,Municipal,CITY OF TORONTO,5720 Bathurst St (at Finch Ave W),,North York,M2R 3W2,Toronto,Zone 1,43.776002,-79.445445,43.776002,-79.445445,true,true,2023-04-16T00:00:00,2023-04-16T00:00:00,true,2023-04-16T00:00:00,2023-04-16T00:00:00,true,2023-04-16T00:00:00,2023-04-16T00:00:00,true,2023-04-16T00:00:00,2023-04-16T00:00:00,true,2023-04-16T00:00:00,2023-04-16T00:00:00,false,,
